Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
770,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Acetylsalicylic acid,0.020100974,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Acetylsalicylic acid is commonly used for pain and inflammation management, which is relevant for conditions like bacterial meningitis, acute sinusitis, and deforming dorsopathies; indirect clinical support (observational/accepted practice). Not specific to the full combo.",pain and inflammation management,pain management
771,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Isoniazid,0.009312393,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Isoniazid is commonly used for treating tuberculosis, which can be associated with immunodeficiency and bacterial infections like meningitis. It is also used for managing certain types of abscesses and infections, which aligns with the conditions in the trajectory.",treating tuberculosis,treating tuberculosis
774,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Desloratadine,0.010256718,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Desloratadine is commonly used for allergies, which can be related to sinusitis and other respiratory issues; indirect clinical support (observational/accepted practice). Not specific to the full combo.",allergies,allergies
775,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Azelastine,0.000562015,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Azelastine is commonly used for allergic conditions and ocular symptoms, which may be relevant to the trajectory's conditions like disorders of eyelid and lachrymal system, with indirect clinical support (observational/accepted practice).",allergic conditions and ocular symptoms,allergic conjunctivitis
778,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Physostigmine,0.045507413,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Physostigmine is used for treating conditions like glaucoma and other eye disorders, which aligns with the lachrymal system and eyelid disorders in the trajectory. Evidence is based on accepted practice and observational studies.",treating conditions like glaucoma and other eye disorders,treating conditions like glaucoma and other eye disorders
781,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Tioconazole,0.028019613,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Tioconazole is commonly used for fungal infections, which can be associated with bacterial meningitis and other conditions in the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",fungal infections,fungal infections
782,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Glyburide,0.040821917,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Glyburide is used for managing blood sugar levels, which is relevant for conditions like immunodeficiency with antibody defects and deficiency of nutrient elements. It is also used for bacterial meningitis and acute sinusitis due to its anti-inflammatory properties. Not specific to the full combo.",blood sugar levels,blood sugar levels
783,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Selegiline,0.000390201,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Selegiline is used for immunodeficiency with antibody defects and bacterial meningitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,immunodeficiency with antibody defects and bacterial meningitis,immunodeficiency with antibody defects and bacterial meningitis
784,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Thalidomide,0.000562015,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Thalidomide is used for immunodeficiency with antibody defects and bacterial meningitis; evidence from clinical practice and case studies. Not specific to all conditions.,immunodeficiency with antibody defects and bacterial meningitis,immunodeficiency with antibody defects and bacterial meningitis
785,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Rifampicin,0.014540693,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Rifampicin is commonly used for bacterial infections like meningitis and sinusitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,bacterial infections like meningitis and sinusitis,bacterial meningitis and acute sinusitis
789,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Tegaserod,0.003107327,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Tegaserod is used for managing symptoms of irritable bowel syndrome (IBS), which can be relevant to the gastrointestinal symptoms present in conditions like acute sinusitis and disorders of tooth development and eruption. Evidence is based on clinical practice and observational studies.",symptoms of irritable bowel syndrome (ibs),irritable bowel syndrome
791,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Leflunomide,0.010256718,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Leflunomide is used for autoimmune conditions like rheumatoid arthritis, which may have some relevance to immunodeficiency with antibody defects and deforming dorsopathies; indirect evidence from practice and observational studies.",autoimmune conditions like rheumatoid arthritis,autoimmune conditions like rheumatoid arthritis
793,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Sertraline,0.009312393,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Sertraline is commonly used for managing symptoms like depression and anxiety, which can be associated with chronic diseases and stress related to the listed conditions. Indirect clinical support (observational/accepted practice).",symptoms like depression and anxiety,anxiety and depression
794,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Miconazole,0.001564757,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Miconazole is commonly used for fungal infections, which can be associated with bacterial meningitis and other conditions in the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",fungal infections,fungal infections
798,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Proguanil,0.000778419,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Proguanil is used for bacterial infections like meningitis and sinusitis; matches with bacterial meningitis and acute sinusitis in the trajectory.,bacterial infections like meningitis and sinusitis,bacterial meningitis and acute sinusitis
800,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Nefazodone,0.014062363,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Indirect evidence for use in managing symptoms like agitation or insomnia in patients with chronic conditions; observational studies and accepted practice support its use.,agitation or insomnia in patients with chronic conditions,agitation or insomnia in patients with chronic diseases
801,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Desipramine,0.020574679,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Desipramine is used for managing symptoms like agitation and psychosis, which are relevant to the trajectory conditions like immunodeficiency and bacterial meningitis. Evidence is based on observational studies and accepted clinical practice.",symptoms like agitation and psychosis,agitation
803,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Itraconazole,0.035729159,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Itraconazole is used for fungal infections, which can be a component in bacterial meningitis and other conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.",fungal infections,fungal infections
804,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Phenobarbital,0.002214145,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Phenobarbital is used for agitation and psychosis, which can be relevant in conditions like bacterial meningitis and peritonsillar abscess; indirect clinical support (observational/accepted practice). Not specific to the full combo.",agitation and psychosis,agitation
808,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Acebutolol,0.006296765,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Indirect clinical support for managing symptoms like agitation or insomnia in patients with chronic diseases; observational studies suggest potential benefits in managing stress-related symptoms.,agitation or insomnia in patients with chronic diseases,agitation or insomnia in patients with chronic diseases
810,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Nadolol,0.045507413,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Reasonable use for managing symptoms like sinusitis and tonsillitis-related inflammation; indirect support from practice guidelines.,sinusitis and tonsillitis-related inflammation,acute sinusitis and related conditions
811,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Mitoxantrone,0.015155421,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Mitoxantrone is used for certain immune-related conditions and has evidence supporting its use in immunodeficiency with antibody defects and bacterial meningitis; indirect support for other conditions due to its immunosuppressive effects.,certain immune-related conditions and has evidence supporting its use in immunodeficiency with antibody defects and bacterial meningitis,immunodeficiency with antibody defects and bacterial meningitis
814,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Dexamethasone,0.00016114,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Dexamethasone is commonly used for immunodeficiency with antibody defects and bacterial meningitis due to its anti-inflammatory properties; indirect clinical support (observational/accepted practice). Not specific to the full combo.,immunodeficiency with antibody defects and bacterial meningitis due to its anti-inflammatory properties,immunodeficiency with antibody defects and bacterial meningitis
815,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Clomipramine,0.00574565,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,agitation in substance-related disorders
816,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Olsalazine,0.02085364,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Olsalazine is used for managing ulcerative colitis, which is relevant to the liver condition and chronic diseases of tonsils and adenoids; indirect evidence from practice and observational studies.",ulcerative colitis,ulcerative colitis
818,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Colchicine,0.004298225,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Colchicine is used for acute gouty arthritis, which can be related to bacterial meningitis and acute sinusitis due to inflammation; indirect clinical support (observational/accepted practice). Not specific to the full combo.",acute gouty arthritis,acute gouty arthritis
821,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Pranlukast,0.028019613,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Pranlukast is used for treating conditions related to the lachrymal system and sinusitis, which are part of the trajectory; evidence from clinical practice and observational studies.",treating conditions related to the lachrymal system and sinusitis,treating conditions related to the lachrymal system and sinusitis
824,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Dextroamphetamine,0.015155421,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Indirect evidence for use in managing symptoms like fatigue or lethargy in immunodeficiency and bacterial meningitis; common use in managing pain or discomfort in dental and sinus conditions.,fatigue or lethargy in immunodeficiency and bacterial meningitis,fatigue and immunodeficiency
826,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Lopinavir,0.002116559,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Lopinavir is used for immunodeficiency with antibody defects and bacterial meningitis, which are part of the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",immunodeficiency with antibody defects and bacterial meningitis,immunodeficiency with antibody defects and bacterial meningitis
827,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Etoricoxib,0.000778419,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Etoricoxib is commonly used for inflammatory conditions like acute sinusitis and deforming dorsopathies; indirect clinical support (observational/accepted practice). Not specific to the full combo.,inflammatory conditions like acute sinusitis and deforming dorsopathies,inflammatory conditions like acute sinusitis and deforming dorsopathies
828,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Terlipressin,0.00109809,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Terlipressin is used for conditions like acute sinusitis and peritonsillar abscess, with evidence from observational studies and accepted practice.",conditions like acute sinusitis and peritonsillar abscess,agitation in acute sinusitis and peritonsillar abscess
829,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Nicotinamide,0.021153026,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Nicotinamide is used for managing chronic diseases of tonsils and adenoids, and there is indirect evidence supporting its use in similar conditions (observational/accepted practice).",chronic diseases of tonsils and adenoids,chronic diseases of tonsils and adenoids
830,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Nebivolol,0.045507413,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Indirect clinical support for managing hypertension in patients with chronic diseases of tonsils and adenoids; observational studies suggest potential benefits in reducing inflammation and improving cardiovascular outcomes.,hypertension in patients with chronic diseases of tonsils and adenoids,chronic diseases of tonsils and adenoids
831,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Nilotinib,0.003107327,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Nilotinib is used for immunodeficiency with antibody defects and bacterial meningitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,immunodeficiency with antibody defects and bacterial meningitis,immunodeficiency with antibody defects and bacterial meningitis
833,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Belinostat,0.006296765,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Belinostat is used for treating certain types of lymphoma, which can be related to immunodeficiency and bacterial infections; indirect evidence from practice and case studies.",treating certain types of lymphoma,treating lymphoid leukaemia
834,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Apremilast,0.021153026,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Apremilast is used for inflammatory conditions like ulcerative colitis and psoriasis, which are relevant to the trajectory's conditions such as bacterial meningitis and acute sinusitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.",inflammatory conditions like ulcerative colitis and psoriasis,ulcerative colitis
836,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Obeticholic acid,0.045507413,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Obeticholic acid is used for managing bile acid levels in patients with liver conditions, which aligns with the liver-related condition in the trajectory. Evidence includes observational studies and accepted practice.",bile acid levels in patients with liver conditions,bile acid levels in patients with liver conditions
837,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Tolvaptan,0.003222062,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Tolvaptan is used for conditions involving fluid retention, such as peritonsillar abscess and sinusitis, which aligns with the trajectory's diseases like bacterial meningitis and deforming dorsopathies; indirect clinical support (observational/accepted practice).",conditions involving fluid retention,fluid retention and edema
838,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Simeprevir,0.004298225,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Simeprevir is used for viral infections like hepatitis C, which can be related to immunodeficiency and liver diseases; indirect evidence from practice and guidelines.",viral infections like hepatitis c,hepatitis c
839,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Dapagliflozin,0.044721939,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Reasonable use for managing blood glucose levels in patients with diabetes, which can be relevant for conditions like immunodeficiency with antibody defects and bacterial meningitis due to potential impact on glucose metabolism.",blood glucose levels in patients with diabetes,insulin levels in diabetes
842,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Apixaban,0.003107327,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Apixaban is commonly used for preventing thromboembolic events in conditions like bacterial meningitis and acute sinusitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,preventing thromboembolic events in conditions like bacterial meningitis and acute sinusitis,preventing stroke in patients with acute sinusitis and other conditions
845,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Capsaicin,0.044721939,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Capsaicin is used for pain management, which is relevant for conditions like bacterial meningitis, acute sinusitis, and deforming dorsopathies; indirect clinical support (observational/accepted practice). Not specific to the full combo.",pain management,pain management
846,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Pralatrexate,0.003222062,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Pralatrexate is used for certain lymphomas and leukemias, which may overlap with immunodeficiency and bacterial meningitis; indirect evidence from practice and case studies.",certain lymphomas and leukemias,certain lymphomas
